Year,user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
2015,2810860623,@_adam_17 I bet they're the ones exhausting footage of global warming and all,pippa,2810860623,gypsy_bandit,1,Leeds,Leeds,User location,
2015,37522608,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Lara Giddings,37522608,LaraGiddings,1,Hobart Tasmania,Hobart Tasmania,User location,
2015,33332995,RT @AZPatriot01: GO FIGURE!\n\nReport: Climate Models Have Been Wrong About #GlobalWarming For 6 Decades #TCOT  https://t.co/SXW28Y8gWO https…,Rick,33332995,Tallin_99,1,est,est,User location,
2015,631340866,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Simona Santomauro,631340866,simokthxbai,1,MORDOR,MORDOR,User location,
2015,2883544054,CBS News just reported that it was 33° at the north pole today.....50° above normal......that's scary.  Global warming?,Drew Sumrell,2883544054,drew_sumrell,1,NC,NC,User location,North Carolina
2015,3160381099,RT @AZPatriot01: GO FIGURE!\n\nReport: Climate Models Have Been Wrong About #GlobalWarming For 6 Decades #TCOT  https://t.co/SXW28Y8gWO https…,Craig Havenaar,3160381099,Havenaar64,2,doodaczechville,doodaczechville,User location,
2015,713834137,Global warming is a myth,Carrington Matlock,713834137,IAmCarebear2408,1,"Allen, TX","Allen, TX",User location, Texas
2015,23765391,@ABC #NOAABusted #CookingtheBooks on #GlobalWarming #YouWelcome https://t.co/njxkhkcDPl,🐸 gab.ai 🐸,23765391,bitsy423,1,USA,USA,User location,
2015,3431831073,People fail to realize global warming is becoming a real HUGE issue. 🌎,Juno™,3431831073,JunoCentral,1,The Forums,The Forums,User location,
2015,69004648,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Scott Ferguson,69004648,borisranting,1,London for now (Aussie),London for now (Aussie),User location,
2015,737152382,Well global warming is definitely here : Freak storm pushes North Pole 50 degrees above normal to melting point https://t.co/pv6AomeCu1,Bite Your Lip Events,737152382,JamesReidTMF,2,Saltaire,Saltaire,User location,
2015,769251162,When global warming really kicks in...#error https://t.co/y9yeCk0agS,Simon Lee,769251162,SimonLeeWx,1,"Reading, England","Reading, England",User location,
2015,180826083,"Global warming's real you guys *sips mimosa, lowers straw hat to top of Oakley sunglasses*",Mazaaq 🇺🇸,180826083,IEatChawal,1,FEMA Region II,FEMA Region II,User location,
2015,20664941,Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/Qwk2l5gNyL #climate #climatechange,Lawrence Orsini,20664941,Ltorsini,1,"iPhone: -0.676285, -75.673253","iPhone: -0.676285, -75.673253",User location,
2015,456865788,Strong @HoustonChron Editorial: 5 things politicians need to do in fight against #climatechange https://t.co/8N6kcwDIJr @TXGreens @TXsharon,Allan Margolin,456865788,AllanMargolin,1,NYC USA,NYC USA,User location, New York
2015,130930203,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Peter Goodwin,130930203,petergoodwin92,1,-,-,User location,
2015,2516013102,RT @GeorgeMonbiot: Seeing the kind of impacts we feared might hit by 2100. But perhaps just 1C of global warming has tipped the system. htt…,🌊🌊❄Marc Slavin❄❄VoteBlue2020❄️ 🌊🌊,2516013102,MarcVegan,1,"New Jersey, USA","New Jersey, USA",User location,New Jersey
2015,129314386,"RT @RealJamesWoods: Oh, Baby! Gonna be some very rich Democrats... https://t.co/GObal44aFP",Robin Enochs,129314386,RobinEnochs,1,Texas ♡ Yeshua ,Texas ♡ Yeshua ,User location,Texas
2015,320765184,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Kjetil Møllerup Gloppedal,320765184,BaglerTbg,1,"Tønsberg, Norway","Tønsberg, Norway",User location,
2015,17964980,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Alex Quinn,17964980,alxqnn,1,"Liverpool, England","Liverpool, England",User location,
2015,3435756377,@philbo62 @Big_Bad_John_4 @LesleyMillercyp Global warming but the ice caps are re-freezing. Now they cling to a natural occurence.,Charlotte O'Neill,3435756377,IrishLadyuk,1,"Oxshott, Surrey and Ireland","Oxshott, Surrey and Ireland",User location,
2015,157727650,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Rich Laverty,157727650,RichJLaverty,1,"Here, there & everywhere","Here, there & everywhere",User location,
2015,18192682,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Goopy GilsCarbo,18192682,nakedmallrat69,1,abz,abz,User location,
2015,3393885953,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Michala Ann 🦊,3393885953,MichalaSouris,1,I left my heart at the ocean,I left my heart at the ocean,User location,
2015,1545513073,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Emily Watkins,1545513073,deathandcaches,1,"San Francisco, CA","San Francisco, CA",User location, California
2015,378327094,RT @AZPatriot01: GO FIGURE!\n\nReport: Climate Models Have Been Wrong About #GlobalWarming For 6 Decades #TCOT  https://t.co/SXW28Y8gWO https…,Bacon Sandwich,378327094,BJquipsonline,1,Orange County CA ,Orange County CA ,User location, California
2015,156904031,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Immovable Object,156904031,annaegardner,1,"Dec. 22, 1926","Dec. 22, 1926",User location,
2015,24749770,"I see snow in the ground, therefore no global warming. \n\nhttps://t.co/j4VIYAzH8S",Scott McKay,24749770,swmckay,1,Boston-Lisbon-SF; ex-Bangalore,Boston-Lisbon-SF; ex-Bangalore,User location,
2015,19419775,RT @climatechangen: @Citril bit of the both - https://t.co/GHd0QuRcLT Global warming makes El Ninos worse,Susan Simpson✒️,19419775,Citril,1,"Benderloch, Argyll","Benderloch, Argyll",User location,
2015,25754199,Global warming still a GOTDAMN MYTH???  https://t.co/wdgGIdktB0,Audieaux Gold,25754199,Trayo,1,Currently in Limbo,Currently in Limbo,User location,
2015,2874398938,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Tone Tømte 🍷,2874398938,MteTone,1,"Hamar, Norge","Hamar, Norge",User location,
2015,12131042,"@svarvel_82 dude, it's like 25C here. Global warming is no joke.",Jeremy Blackburn,12131042,jhblackb,1,"Birmingham, AL","Birmingham, AL",User location, Alabama
2015,1693792225,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Seán Keany,1693792225,TheNewSeanKeany,1,London - Dublin,London - Dublin,User location,
2015,234155336,Aye Global warming is lit https://t.co/0fWxOXZOHm,🇭🇹 Soup Joumou Season,234155336,TBG617,1,"Pignon, Haiti","Pignon, Haiti",User location,
2015,1121974129,Bismillah...\n\nADA sebuah nubuwat yang benar-benar menggambarkan betapa dekatnya masa-masa keluarnya Dajjal dengan... https://t.co/cgfRlc2Cp8,TutorialHijabModern,1121974129,WeLoveTHM,2,Palembang,Palembang,User location,
2015,224196722,What global warming?  https://t.co/nZx8Cvm33M,ⓡⓞⓢⓢ,224196722,RossBarbour,1,"Amsterdam, The Netherlands","Amsterdam, The Netherlands",User location,
2015,21899643,RT @woodys3333: IBD Notes Three Global Warming Stories The U.S. Press Has Ignored https://t.co/BtzRckWKjL,SheLooksJustLikeYouJohn,21899643,AsilisArt,1,James Woods: Free speech is free speech — it's not Jack Dorsey's version of free speech,James Woods: Free speech is free speech — it's not Jack Dorsey's version of free speech,User location,
2015,460096469,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Cam Perkins,460096469,H20FrntDsgn,1,AKL (recovering Australian),AKL (recovering Australian),User location,
2015,940978776,RT @dpoeschl: TSA at the Pittsburgh airport is so bad it literally causes global warming. https://t.co/W1GGZNspyT,Frank,940978776,TheSaburo23,1,Seattle,Seattle,User location, Washington
2015,15370797,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jorge Trinado,15370797,Qurtubas,1,Cordoba,Cordoba,User location,
2015,21250716,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Mark Phillips,21250716,BrotherMark,1,"Richmond, Indiana","Richmond, Indiana",User location,Indiana
2015,963401670,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z","Crystal Dilworth, PhD",963401670,PolycrystalhD,1,✈️ LAX,✈️ LAX,User location,
2015,103079866,December's Spring https://t.co/mJY2SJAbcB via @jjunebrown,Karen R. Sanderson,103079866,KRS_RogueShark,1,"Minot, ND, USA","Minot, ND, USA",User location, North Dakota
2015,94534890,"RT @KHayhoe: What IS global warming, anyways? My one-minute explanation (with super cute cartoons): https://t.co/g6peuaggZL",Dave Smithey,94534890,MovingRocks,1,Los Angeles,Los Angeles,User location, California
2015,14180501,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Hugh (Hugues) Devaux,14180501,hdex,1,"Sydney, Australia","Sydney, Australia",User location,
2015,153065866,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ryan Williams,153065866,ryanwetwilly,1,Dorset,Dorset,User location,
2015,33161161,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Amanda Kelly,33161161,pomegranate02,1,"Melbourne, Australia","Melbourne, Australia",User location,
2015,2180485549,Climatologist breaks the silence on Global Warming\nhttps://t.co/YOYDWGfdz3,Lisa Teonly 🇨🇦,2180485549,LisaTeonly,1,"Ontario, Canada","Ontario, Canada",User location,
2015,7628052,"@SpeakerRyan: Your plan is to cut taxes for the wealthy, cut social programs that give people a leg up, and ignore global warming 4eva.",Bryce Anderson,7628052,darth_schmoo,1,"Salt Lake City, Utah","Salt Lake City, Utah",User location, Utah
2015,51413164,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",G Krank,51413164,GNious,1,"ÜT: 50.840306,4.419336","ÜT: 50.840306,4.419336",User location,
2015,134743819,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Manu C. A.,134743819,beatnikqueen,1,"Bruxelles, Belgique","Bruxelles, Belgique",User location,
2015,332494453,RT @lowkell: Treating Global Warming Denialism Like a Sex Scandal @HuffPostBlog https://t.co/Mg1ZRsieDE via @HuffPostBiz,Kindler,332494453,progressive_va,1,Virginia,Virginia,User location,Virginia
2015,3889878142,Obama cares more about global warming than fighting ISIS? #DonaldTrump believes so,Chris Snyder,3889878142,ChrisSnyderFox,1,"New York, NY","New York, NY",User location, New York
2015,16224675,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jordan Pouille,16224675,jordanpouille,1,"Blois, France","Blois, France",User location,
2015,161025830,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Laura,161025830,cheesy_badgers,1,On the other side of the rain,On the other side of the rain,User location,
2015,876158983,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",bichette en sucre 3000,876158983,rudetaco,1,tri-county,tri-county,User location,
2015,2279032932,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Serf Life Saver,2279032932,OccupiedOutback,1,NSW Australia,NSW Australia,User location,
2015,3680356815,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Mobilized Minuteman,3680356815,Spiritof1776MM,1,The Third State,The Third State,User location,
2015,527276621,EPA Warns: Holiday Leftovers Contribute to Global Warming https://t.co/lBdisW95mF via @po_st,John Oliver,527276621,sokeijarhead,2,"Okinawa,Japan","Okinawa,Japan",User location,
2015,293271375,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Charles Laforet☘️,293271375,chlaforet,1,"Kitchener, Ontario","Kitchener, Ontario",User location,
2015,164662932,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Gerrit Rentier,164662932,GerritRentier,1,"Middelburg, Zeeland,  NL, EU","Middelburg, Zeeland,  NL, EU",User location,
2015,28862210,Temp Data Irrefutable Scientists Still Can’t Explain 2 pauses in Global Warming including the 30 year ‘Grand Hiatus’ https://t.co/xNMgyau9IH,mathewsjw,28862210,mathewsjw,1,"portland, oregon","portland, oregon",User location, Oregon
2015,843457075,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Bored_Monkey,843457075,boredmonkey16,1,Canberra,Canberra,User location,
2015,437375008,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jon price,437375008,Jonp82,1,"Manchester, England","Manchester, England",User location,
2015,587699751,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",ellie,587699751,elliejwilson,1,yorkshire ,yorkshire ,User location,
2015,306436630,Just 90 companies caused two-thirds of man-made global warming emissions https://t.co/R6w1c2DqPj via @MotherJones,Queenadalite,306436630,queenadalite,1,*still lurking for you*,*still lurking for you*,User location,
2015,3728757857,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Hollie,3728757857,hollietucker88,1,"Hastings, England","Hastings, England",User location,
2015,110512854,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",James Marshall-Hedges,110512854,hedgeryhoops,1,London,London,User location,
2015,36533213,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Kimmaree,36533213,kimmaree_tweet,1,"Sydney + Byron Bay, Australia","Sydney + Byron Bay, Australia",User location,
2015,2466698762,James Lovelock: 'enjoy life while you can: in 20 years global warming will hit the fan' https://t.co/y7HG66Q7pU,Pearl Orlind Bailey,2466698762,perorbailey,1,usa,usa,User location,
2015,413082276,@TrickyBee @YouTube You'd get pilloried for contributing to global warming lol,Sam S,413082276,SammieSpence,1,England,England,User location,
2015,34954719,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",And roux my cloud (tu),34954719,LaughOutMacLeod,1,"Aberdeen, Scotland","Aberdeen, Scotland",User location,
2015,19656582,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jordan Goodrich,19656582,Jgoodrich,1,Newcastle upon Tyne,Newcastle upon Tyne,User location,
2015,3301022112,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Celtic Crab,3301022112,crabbydick,1,NY CO FL,NY CO FL,User location,
2015,16186916,Treating Global Warming Denialism Like a Sex Scandal @HuffPostBlog https://t.co/Mg1ZRsieDE via @HuffPostBiz,lowkell,16186916,lowkell,1,Virginia,Virginia,User location,Virginia
2015,616702409,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Helen Murti,616702409,HMMurti,1,"Awabakal Land, Always was, always will be","Awabakal Land, Always was, always will be",User location,
2015,920149770,My head hurts so bad I feel like I'm global warming,QT,920149770,tayblaker,1,thumbs up,thumbs up,User location,
2015,201809798,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ken Shrimp Lobster,201809798,LEGENDofKEN,1,Northeast Region,Northeast Region,User location,
2015,226450512,Global warming is real af,"Mykul, The Crawford",226450512,mykuuul,1,"Fountain Square, Indianapolis","Fountain Square, Indianapolis",User location,Indiana
2015,1949965722,"RT @KatePow3ll: ""Politicians Debating Global Warming"" by Isaac Cordal. Seems more appropriate than ever. https://t.co/ihAngRpOMu",vid,1949965722,vid_icarus,1,The Bridge,The Bridge,User location,
2015,1452952076,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",TS Burrito 🌯,1452952076,kaidiablo,1,"Bronx, NY","Bronx, NY",User location, New York
2015,121479498,"Not just a neighborhood. Airborn equivalent of BP's Deepwater Horizon oil spew, and much worse for global warming. https://t.co/rxGdarqeOH",Dennis Atwood,121479498,shenvalleyviews,1,"Shenandoah County, VA","Shenandoah County, VA",User location, Virginia
2015,338557070,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Anders Møller-Stray,338557070,amstray,1,Oslo,Oslo,User location,
2015,16712738,@4LittleDucks @ConorDolan3 its Global Warming and Geo Engineering,Amazing Beads,16712738,sueatkilmeedy,1,Ireland,Ireland,User location,
2015,2404904238,@rosebud919 perhaps that will absorb CO2 and reduce global warming.  #wutv,snap⚡️,2404904238,snapthistiger,1,"Sulphur, LA","Sulphur, LA",User location, Oklahoma
2015,426570787,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",End Roadwork,426570787,EndRoadwork,1,Whadjuk people's land,Whadjuk people's land,User location,
2015,40840621,RT @JunkScience: Warmists stoop to new low... CO2 blamed for small baby heads in Brazil. https://t.co/37tzHS9Tls https://t.co/0jVSXTjmpz,🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿I M Jacob🇩🇪🇳🇴,40840621,jrltexas1,2,"Liberty Hill, Texas, USA","Liberty Hill, Texas, USA",User location, Texas
2015,27757900,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ebtihal,27757900,ebtihali,1,"Norfolk, England","Norfolk, England",User location,
2015,563301375,RT @TrunewsRadio: Climate Models Have Been Wrong About Global Warming For Six Decades https://t.co/81s6xUIQS0 https://t.co/zmdCWR5IRG,Jane Ellison 💕†💕,563301375,FelineBengal,1,"New Jersey, USA","New Jersey, USA",User location,New Jersey
2015,13482482,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ginger Riker,13482482,gingerm,1,"Brooklyn, NY","Brooklyn, NY",User location,New York
2015,2771588954,RT @WenzOmatic: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/W1Wh35AS5L via dailycaller,Joe D,2771588954,just_old_joe,1,"Lincoln, NE","Lincoln, NE",User location, Nebraska
2015,308557577,RT @dpoeschl: TSA at the Pittsburgh airport is so bad it literally causes global warming. https://t.co/W1GGZNspyT,Jason Malinowski,308557577,jasonmalinowski,1,"Redmond, WA","Redmond, WA",User location, Washington
2015,1881051828,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Imesha Nicole,1881051828,iammeechi,1,"Atlanta, GA","Atlanta, GA",User location, Georgia
2015,339795386,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Chantal Barlow,339795386,ChantalBarlow,1,"Los Angeles, CA","Los Angeles, CA",User location, California
2015,185269401,"RT @RAN: In the Philippines, big polluters face investigation for #climate damage #exxonknew via @insideclimate https://t.co/TCojjBpWky",Paul McConnell,185269401,eCommGuyPB,1,Sonoma County,Sonoma County,User location, California
2015,948708523,"RT @EarthVitalSigns: ""The global warming hiatus might just be a data artifact."" https://t.co/X0OsWh00CO",oemor oniluap,948708523,OemorOniluap,1,USA,USA,User location,
2015,278279975,Scientists Can't Explain Global Warming Grand Hiatus | The Daily Caller https://t.co/AeOHVjPG32,Jeanette,278279975,jbmesser53,1,NJ,NJ,User location,
2015,85766206,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,DeWanna_Wanga,85766206,Dennis_1289,1,Earth ,Earth ,User location, Texas
2015,146567063,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",💕,146567063,chabckhal,1,🇬🇵,🇬🇵,User location,
2015,14370613,Updated NASA Data: Global Warming Not Causing Any Polar Ice Retreat - Forbes https://t.co/UyS0LPWJHc,janweller,14370613,janweller,1,uk,uk,User location,
2015,848356002,Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/xOUEfCVwbr,Clima Extremo,848356002,ClimatologiaC1,1,Supercelda,Supercelda,User location,
2015,353872365,RT @Carbongate: Historic Weather Records Rubbish Cameron’s Attempts To Blame Floods On Global Warming https://t.co/ZIC2m76qq9 via @sharethis,Cate 🇬🇧,353872365,CataNigra,1,England,England,User location,
2015,186807711,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Wallace Nein,186807711,WallaceNein,1,Le royaume de Bretagne,Le royaume de Bretagne,User location,
2015,2763825823,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Rob Stiff,2763825823,Rob_Stiff,1,Birmingham,Birmingham,User location,
2015,1386214070,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Harri Jokinen,1386214070,JokinenHarri,1,"Tampere, Finland","Tampere, Finland",User location,
2015,281543531,"#There will come a time when Global warming will come and smack the GOP right in the face! ,then they will blame it on A Democrat!!",Louis Parker,281543531,thinkinone,1,Chicago Illinois,Chicago Illinois,User location, Illinois
2015,842217397,WTH-EPA Warns: Holiday Leftovers Contribute to Global Warming https://t.co/GUZnsP7yrX @washingtonpost @nytimes @cnn @msnbc @AndreaTantaros,2nd_To_None,842217397,2nd_To_None,1,United States,United States,User location,
2015,55369958,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Rüdiger Nitsch,55369958,rnitsch,1,"Berlin, Deutschland","Berlin, Deutschland",User location,
2015,1010244590,"@DailyCaller That's weird, it's almost like global warming is crap.",U.S Space Force Ginger Squad 17,1010244590,davis_scottwd3,1,Colorado-The Victory Garden,Colorado-The Victory Garden,User location,Colorado
2015,2972072795,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,A.M,2972072795,am1_1972,1,United States,United States,User location,
2015,2196602655,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Chris James,2196602655,IrnPru,1,"London, England","London, England",User location,
2015,3437607424,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Blanca Bermudez,3437607424,blancabrasilia,1,"Fort Stockton, TX","Fort Stockton, TX",User location,Texas
2015,479512168,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",David Harrison,479512168,Walkman_fades,1,"Toronto, Ontario","Toronto, Ontario",User location,
2015,66445234,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Maddy🅱️Raps,66445234,MADdySOUNDS,1,corpus crusty,corpus crusty,User location,
2015,1887263564,"RT @UltraVerified: It's great that President Obama is focusing on Global Warming in his last year, but it would have been better to start a…",Phil Thee,1887263564,filthyliberals,1,planet earth,planet earth,User location,
2015,317892628,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Chopsie,317892628,Gareth_Whittle,1,Wheelie World,Wheelie World,User location,
2015,2771387864,RT @TheAtlantic: The timescales of global warming https://t.co/u6L001ExMB https://t.co/m5tKX2qpYj,James E. Meacham,2771387864,Jim_Meacham,1,University of Oregon,University of Oregon,User location,Oregon
2015,267859353,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Donald DuBois,267859353,djdoobs,1,New York,New York,User location, New York
2015,23672501,"For those who don't believe that global warming is ""real,"" WAKE UP!!!! https://t.co/JQZvGpnAU2",Ann Gore,23672501,Angoragirl,1,Worldwide,Worldwide,User location,
2015,250645357,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Richard Charlie,250645357,RichHuws,1,Flintshire ,Flintshire ,User location,
2015,368096055,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Jasen Wunder,368096055,JasenWunder,1,"Sykesville, MD","Sykesville, MD",User location, Maryland
